#wRandFlip 
#The training is running for 1000 chunks, each with 1008 images. That are about 17 epochs. The validation sample contains 3078 images. 
#round  ,time, mean_train_loss , mean_valid_loss, mean_sliced_accuracy, mean_train_loss_test, mean_accuracy 
#  starting learning rate to 0.020000 
 103 , 4004.38717318 , 0.258902 , 0.243392, 0.276532, 0.245254, 0.586263  
 104 , 4033.62595797 , 0.259164 , 0.243392, 0.276532, 0.245254, 0.586263  
 105 , 4104.68952298 , 0.260352 , 0.243392, 0.276532, 0.246348, 0.586263  
 106 , 4133.32643104 , 0.259048 , 0.243392, 0.276532, 0.246348, 0.586263  
 107 , 4163.11466408 , 0.257875 , 0.243392, 0.276532, 0.246348, 0.586263  
 108 , 4191.80766296 , 0.260892 , 0.243392, 0.276532, 0.246348, 0.586263  
 109 , 4222.10079408 , 0.255862 , 0.243392, 0.276532, 0.246348, 0.586263  
 110 , 4291.94723797 , 0.25945 , 0.243392, 0.276532, 0.244505, 0.586263  
 111 , 4321.32870603 , 0.260473 , 0.243392, 0.276532, 0.244505, 0.586263  
 112 , 4349.94328117 , 0.256837 , 0.243392, 0.276532, 0.244505, 0.586263  
 113 , 4379.74613404 , 0.258137 , 0.243392, 0.276532, 0.244505, 0.586263  
 114 , 4409.61859417 , 0.258477 , 0.243392, 0.276532, 0.244505, 0.586263  
 115 , 4479.74046516 , 0.255893 , 0.243392, 0.276532, 0.239966, 0.586263  
 116 , 4508.31950116 , 0.253466 , 0.243392, 0.276532, 0.239966, 0.586263  
 117 , 4538.06697202 , 0.255099 , 0.243392, 0.276532, 0.239966, 0.586263  
 118 , 4567.50909615 , 0.258934 , 0.243392, 0.276532, 0.239966, 0.586263  
 119 , 4596.66834807 , 0.253714 , 0.243392, 0.276532, 0.239966, 0.586263  
 120 , 4667.11776495 , 0.25847 , 0.243392, 0.276532, 0.24423, 0.586263  
 121 , 4696.74929404 , 0.258945 , 0.243392, 0.276532, 0.24423, 0.586263  
 122 , 4726.03134298 , 0.256299 , 0.243392, 0.276532, 0.24423, 0.586263  
 123 , 4754.71589804 , 0.258229 , 0.243392, 0.276532, 0.24423, 0.586263  
 124 , 4784.77493596 , 0.256143 , 0.243392, 0.276532, 0.24423, 0.586263  
 125 , 4854.62560511 , 0.26096 , 0.243392, 0.276532, 0.24613, 0.586263  
 126 , 4883.91710114 , 0.258651 , 0.243392, 0.276532, 0.24613, 0.586263  
 127 , 4912.25026703 , 0.255672 , 0.243392, 0.276532, 0.24613, 0.586263  
 128 , 4941.7508471 , 0.253922 , 0.243392, 0.276532, 0.24613, 0.586263  
 129 , 4971.50700712 , 0.257303 , 0.243392, 0.276532, 0.24613, 0.586263  
 130 , 5041.287745 , 0.255295 , 0.243392, 0.276532, 0.241866, 0.586263  
 131 , 5070.50835204 , 0.258722 , 0.243392, 0.276532, 0.241866, 0.586263  
 132 , 5098.98410511 , 0.258099 , 0.243392, 0.276532, 0.241866, 0.586263  
 133 , 5128.46146798 , 0.255739 , 0.243392, 0.276532, 0.241866, 0.586263  
 134 , 5158.03053999 , 0.258388 , 0.243392, 0.276532, 0.241866, 0.586263  
 135 , 5228.04640198 , 0.254891 , 0.243392, 0.276532, 0.241031, 0.586263  
 136 , 5257.42004418 , 0.256155 , 0.243392, 0.276532, 0.241031, 0.586263  
 137 , 5285.95127201 , 0.253347 , 0.243392, 0.276532, 0.241031, 0.586263  
 138 , 5315.59645414 , 0.256281 , 0.243392, 0.276532, 0.241031, 0.586263  
 139 , 5344.74374914 , 0.255016 , 0.243392, 0.276532, 0.241031, 0.586263  
