#wRandFlip 
#The training is running for 1000 chunks, each with 1600 images. That are about 29 epochs. The validation sample contains 6157 images. 
#round  ,time, mean_train_loss , mean_valid_loss 
#  setting learning rate to 0.080000 
 280 , 14599.446296 , 0.101134 , 0.097997 
 281 , 14648.7970839 , 0.103303 , 0.097997 
 282 , 14698.1215549 , 0.101252 , 0.097997 
 283 , 14747.410991 , 0.102096 , 0.097997 
 284 , 14796.7280529 , 0.100352 , 0.097997 
 285 , 14846.2709119 , 0.100862 , 0.097997 
 286 , 14895.5030749 , 0.100567 , 0.097997 
 287 , 14944.9974329 , 0.101783 , 0.097997 
 288 , 14994.501323 , 0.101324 , 0.097997 
 289 , 15043.7652559 , 0.09899 , 0.097997 
 290 , 15093.1573269 , 0.101778 , 0.097997 
 291 , 15142.6465209 , 0.101721 , 0.097997 
 292 , 15192.0385618 , 0.101468 , 0.097997 
 293 , 15241.4096079 , 0.100306 , 0.097997 
 294 , 15290.826664 , 0.101396 , 0.097997 
 295 , 15341.0531819 , 0.100654 , 0.097997 
 296 , 15390.289943 , 0.0998786 , 0.097997 
 297 , 15439.6525819 , 0.10093 , 0.097997 
 298 , 15488.933733 , 0.100936 , 0.097997 
 299 , 15538.3516228 , 0.0984801 , 0.097997 
 300 , 15640.8501759 , 0.100162 , 0.0980854 
 301 , 15690.140188 , 0.0987146 , 0.0980854 
 302 , 15739.4589379 , 0.0998641 , 0.0980854 
 303 , 15788.861604 , 0.101153 , 0.0980854 
 304 , 15838.2841508 , 0.100591 , 0.0980854 
 305 , 15887.3998408 , 0.0998295 , 0.0980854 
 306 , 15936.71962 , 0.0982498 , 0.0980854 
 307 , 15986.057158 , 0.0988231 , 0.0980854 
 308 , 16035.4640658 , 0.0987121 , 0.0980854 
 309 , 16084.964674 , 0.0985074 , 0.0980854 
 310 , 16134.3444309 , 0.10112 , 0.0980854 
 311 , 16183.637563 , 0.0993949 , 0.0980854 
 312 , 16233.0744889 , 0.101139 , 0.0980854 
 313 , 16282.6876268 , 0.0989845 , 0.0980854 
 314 , 16332.0187058 , 0.101198 , 0.0980854 
 315 , 16381.4276419 , 0.100551 , 0.0980854 
 316 , 16430.8046019 , 0.0997163 , 0.0980854 
 317 , 16480.2761469 , 0.101235 , 0.0980854 
 318 , 16529.578728 , 0.101085 , 0.0980854 
 319 , 16578.8732359 , 0.101146 , 0.0980854 
 320 , 16681.4472189 , 0.0998033 , 0.0980042 
 321 , 16730.7213659 , 0.100285 , 0.0980042 
 322 , 16780.0650158 , 0.0998755 , 0.0980042 
 323 , 16829.369339 , 0.0994487 , 0.0980042 
 324 , 16878.6116328 , 0.0994419 , 0.0980042 
 325 , 16927.9463539 , 0.101081 , 0.0980042 
 326 , 16977.255934 , 0.0980648 , 0.0980042 
 327 , 17026.616483 , 0.0997398 , 0.0980042 
 328 , 17075.9580259 , 0.100478 , 0.0980042 
 329 , 17125.108032 , 0.097423 , 0.0980042 
 330 , 17174.3176718 , 0.0983149 , 0.0980042 
 331 , 17223.5877838 , 0.0979118 , 0.0980042 
 332 , 17272.8008099 , 0.0989477 , 0.0980042 
 333 , 17322.135891 , 0.0985098 , 0.0980042 
 334 , 17371.3708489 , 0.100221 , 0.0980042 
 335 , 17420.6463518 , 0.0977666 , 0.0980042 
 336 , 17469.8533769 , 0.0991786 , 0.0980042 
 337 , 17519.1335828 , 0.0992005 , 0.0980042 
 338 , 17568.4585459 , 0.0992989 , 0.0980042 
 339 , 17617.7843909 , 0.0997714 , 0.0980042 
 340 , 17720.295522 , 0.0978716 , 0.0968086 
 341 , 17769.5666449 , 0.0991667 , 0.0968086 
 342 , 17818.7915919 , 0.100949 , 0.0968086 
 343 , 17868.0295289 , 0.0955811 , 0.0968086 
 344 , 17917.320941 , 0.0986391 , 0.0968086 
 345 , 17966.613611 , 0.0982691 , 0.0968086 
 346 , 18015.9322278 , 0.101194 , 0.0968086 
