  #wRandFlip 
#The training is running for 20 chunks, each with 1008 images. That are about 0 epochs. The validation sample contains 3078 images. 
#round  ,time, mean_train_loss , mean_valid_loss 
  #wRandFlip 
#The training is running for 20 chunks, each with 1008 images. That are about 0 epochs. The validation sample contains 3078 images. 
#round  ,time, mean_train_loss , mean_valid_loss 
  #wRandFlip 
#The training is running for 20 chunks, each with 1008 images. That are about 0 epochs. The validation sample contains 3078 images. 
#round  ,time, mean_train_loss , mean_valid_loss 
#  starting learning rate to 0.080000 
 229 , 7834.72158194 , 0.0851163 , 0.0822942 
 230 , 7866.03859091 , 0.0846087 , 0.0822942 
 231 , 7897.52309299 , 0.0848913 , 0.0822942 
 232 , 7928.99587798 , 0.0845973 , 0.0822942 
 233 , 7960.50124502 , 0.0856031 , 0.0822942 
 234 , 7991.87447286 , 0.0841357 , 0.0822942 
 235 , 8023.28992891 , 0.0864328 , 0.0822942 
 236 , 8054.7443769 , 0.0830413 , 0.0822942 
 237 , 8086.26636195 , 0.0849578 , 0.0822942 
 238 , 8117.73367786 , 0.0835851 , 0.0822942 
 239 , 8149.04894996 , 0.0863696 , 0.0822942 
 240 , 8234.14503098 , 0.0867644 , 0.0823369 
 241 , 8265.64291096 , 0.0858696 , 0.0823369 
 242 , 8297.16138792 , 0.0842349 , 0.0823369 
 243 , 8328.63636994 , 0.0853779 , 0.0823369 
 244 , 8360.16290283 , 0.0858117 , 0.0823369 
 245 , 8392.14674592 , 0.0859104 , 0.0823369 
 246 , 8423.55841398 , 0.0849983 , 0.0823369 
 247 , 8455.06205893 , 0.0845971 , 0.0823369 
 248 , 8486.46384192 , 0.0845184 , 0.0823369 
 249 , 8517.9343338 , 0.0836126 , 0.0823369 
 250 , 8549.5065558 , 0.0855654 , 0.0823369 
 251 , 8580.92189002 , 0.0836473 , 0.0823369 
 252 , 8612.44919896 , 0.0868108 , 0.0823369 
 253 , 8643.91399193 , 0.0846991 , 0.0823369 
 254 , 8675.41516995 , 0.0873543 , 0.0823369 
 255 , 8706.91684389 , 0.0837046 , 0.0823369 
 256 , 8738.42599392 , 0.0844202 , 0.0823369 
 257 , 8769.75278997 , 0.0858429 , 0.0823369 
 258 , 8801.405123 , 0.0843873 , 0.0823369 
 259 , 8833.00429583 , 0.0860667 , 0.0823369 
 260 , 8918.26167679 , 0.0847498 , 0.0821231 
 261 , 8949.77582979 , 0.0851783 , 0.0821231 
 262 , 8981.47742891 , 0.0852099 , 0.0821231 
 263 , 9013.0665679 , 0.0842102 , 0.0821231 
 264 , 9044.69801688 , 0.0847089 , 0.0821231 
 265 , 9076.33441496 , 0.0843855 , 0.0821231 
 266 , 9108.00982594 , 0.0829793 , 0.0821231 
 267 , 9139.55871391 , 0.0830031 , 0.0821231 
 268 , 9171.20894599 , 0.0854471 , 0.0821231 
 269 , 9202.77578282 , 0.0836253 , 0.0821231 
 270 , 9234.36574793 , 0.086283 , 0.0821231 
 271 , 9266.02831602 , 0.0863177 , 0.0821231 
 272 , 9297.77506685 , 0.0860636 , 0.0821231 
 273 , 9329.48973489 , 0.0860333 , 0.0821231 
 274 , 9361.04328799 , 0.0858603 , 0.0821231 
 275 , 9392.79578686 , 0.0856394 , 0.0821231 
 276 , 9424.23579001 , 0.0829443 , 0.0821231 
 277 , 9455.650172 , 0.0829706 , 0.0821231 
 278 , 9487.22476888 , 0.084839 , 0.0821231 
 279 , 9518.73085594 , 0.0844433 , 0.0821231 
 280 , 9603.79999781 , 0.0841754 , 0.0822596 
 281 , 9635.2577188 , 0.082781 , 0.0822596 
 282 , 9666.8141799 , 0.0854955 , 0.0822596 
 283 , 9698.29018784 , 0.0849409 , 0.0822596 
 284 , 9729.74107099 , 0.083621 , 0.0822596 
 285 , 9761.19398189 , 0.0846282 , 0.0822596 
 286 , 9792.613451 , 0.0845885 , 0.0822596 
 287 , 9824.11166692 , 0.0850994 , 0.0822596 
 288 , 9855.67586493 , 0.0844119 , 0.0822596 
 289 , 9887.26611781 , 0.0847581 , 0.0822596 
 290 , 9918.69532681 , 0.0858596 , 0.0822596 
 291 , 9950.25642586 , 0.0861486 , 0.0822596 
 292 , 9981.89699197 , 0.0868149 , 0.0822596 
 293 , 10013.417058 , 0.0858332 , 0.0822596 
 294 , 10044.92325 , 0.0839932 , 0.0822596 
 295 , 10076.4542089 , 0.0860508 , 0.0822596 
 296 , 10108.0856929 , 0.0858336 , 0.0822596 
 297 , 10139.6284978 , 0.0862264 , 0.0822596 
 298 , 10171.182689 , 0.085067 , 0.0822596 
 299 , 10202.736975 , 0.0852479 , 0.0822596 
 300 , 10288.0909829 , 0.0858076 , 0.0821358 
 301 , 10319.518939 , 0.0851095 , 0.0821358 
 302 , 10351.1031229 , 0.0846313 , 0.0821358 
 303 , 10382.7492938 , 0.0848496 , 0.0821358 
 304 , 10414.50528 , 0.0867959 , 0.0821358 
 305 , 10446.110935 , 0.0844916 , 0.0821358 
 306 , 10477.7152998 , 0.0842862 , 0.0821358 
 307 , 10509.3099649 , 0.0844574 , 0.0821358 
 308 , 10540.9968979 , 0.0847071 , 0.0821358 
 309 , 10572.5019529 , 0.0853211 , 0.0821358 
 310 , 10604.0594828 , 0.0830976 , 0.0821358 
 311 , 10635.4839749 , 0.083078 , 0.0821358 
 312 , 10667.096591 , 0.0846332 , 0.0821358 
 313 , 10698.6641748 , 0.0858593 , 0.0821358 
 314 , 10730.3111689 , 0.0853341 , 0.0821358 
 315 , 10762.0167248 , 0.0838357 , 0.0821358 
 316 , 10793.5677509 , 0.084321 , 0.0821358 
 317 , 10825.2653298 , 0.0846571 , 0.0821358 
 318 , 10856.8531659 , 0.0857706 , 0.0821358 
 319 , 10888.527509 , 0.0856917 , 0.0821358 
 320 , 10973.7658429 , 0.0826976 , 0.0818724 
 321 , 11005.3407049 , 0.0857816 , 0.0818724 
 322 , 11037.007978 , 0.0840368 , 0.0818724 
 323 , 11068.693835 , 0.0855606 , 0.0818724 
 324 , 11100.319484 , 0.0863271 , 0.0818724 
 325 , 11131.845124 , 0.0840923 , 0.0818724 
 326 , 11163.4786329 , 0.0843877 , 0.0818724 
 327 , 11195.0709538 , 0.0867482 , 0.0818724 
 328 , 11226.603667 , 0.0864964 , 0.0818724 
 329 , 11258.0546749 , 0.0840954 , 0.0818724 
 330 , 11289.538173 , 0.0823293 , 0.0818724 
 331 , 11321.1073349 , 0.0835732 , 0.0818724 
 332 , 11352.5883079 , 0.0836916 , 0.0818724 
 333 , 11384.1135888 , 0.0830878 , 0.0818724 
 334 , 11415.5770938 , 0.0848568 , 0.0818724 
 335 , 11447.1780069 , 0.0841304 , 0.0818724 
 336 , 11478.6196749 , 0.0842458 , 0.0818724 
 337 , 11510.089494 , 0.0859976 , 0.0818724 
 338 , 11541.680835 , 0.0831372 , 0.0818724 
 339 , 11573.1432869 , 0.083015 , 0.0818724 
 340 , 11658.2981019 , 0.083597 , 0.0823813 
 341 , 11689.7863028 , 0.0850953 , 0.0823813 
 342 , 11721.3020639 , 0.0846343 , 0.0823813 
 343 , 11752.7833848 , 0.0850649 , 0.0823813 
 344 , 11784.5037918 , 0.0871457 , 0.0823813 
 345 , 11816.0145319 , 0.0832702 , 0.0823813 
 346 , 11847.511147 , 0.0847505 , 0.0823813 
 347 , 11879.110359 , 0.0862479 , 0.0823813 
 348 , 11910.771981 , 0.0857666 , 0.0823813 
 349 , 11942.372463 , 0.0844826 , 0.0823813 
 350 , 11973.976352 , 0.084433 , 0.0823813 
 351 , 12005.520463 , 0.0853201 , 0.0823813 
 352 , 12037.1807539 , 0.0854377 , 0.0823813 
 353 , 12068.7790818 , 0.08477 , 0.0823813 
 354 , 12100.4303448 , 0.0828883 , 0.0823813 
 355 , 12132.1420748 , 0.0833281 , 0.0823813 
 356 , 12163.724967 , 0.0840283 , 0.0823813 
 357 , 12195.477088 , 0.085232 , 0.0823813 
 358 , 12227.1016738 , 0.0857168 , 0.0823813 
 359 , 12258.747427 , 0.083652 , 0.0823813 
 360 , 12344.0597689 , 0.0842212 , 0.082444 
 361 , 12375.7150888 , 0.0838031 , 0.082444 
 362 , 12407.3478198 , 0.0834663 , 0.082444 
 363 , 12439.1096289 , 0.0839057 , 0.082444 
 364 , 12470.7846959 , 0.0857987 , 0.082444 
 365 , 12502.5646698 , 0.0857368 , 0.082444 
 366 , 12534.3202589 , 0.0855464 , 0.082444 
 367 , 12566.043154 , 0.0826253 , 0.082444 
 368 , 12597.6209159 , 0.0841794 , 0.082444 
 369 , 12629.2830498 , 0.0839582 , 0.082444 
 370 , 12661.0564919 , 0.0830718 , 0.082444 
 371 , 12692.5929148 , 0.0849298 , 0.082444 
 372 , 12724.2263589 , 0.0829666 , 0.082444 
 373 , 12755.8207018 , 0.0836954 , 0.082444 
 374 , 12787.3291619 , 0.0870671 , 0.082444 
 375 , 12819.0046148 , 0.0847113 , 0.082444 
 376 , 12850.8094709 , 0.0846679 , 0.082444 
 377 , 12882.4792249 , 0.0842536 , 0.082444 
 378 , 12914.024071 , 0.0868437 , 0.082444 
 379 , 12945.784389 , 0.0855187 , 0.082444 
 380 , 13031.4416108 , 0.0850861 , 0.0826389 
 381 , 13062.8308818 , 0.0836822 , 0.0826389 
 382 , 13094.3385658 , 0.0832491 , 0.0826389 
 383 , 13125.835804 , 0.0859265 , 0.0826389 
 384 , 13157.4168248 , 0.08458 , 0.0826389 
 385 , 13189.0458958 , 0.0859471 , 0.0826389 
 386 , 13220.6047258 , 0.0834431 , 0.0826389 
 387 , 13252.2109139 , 0.0833192 , 0.0826389 
 388 , 13283.8924489 , 0.08588 , 0.0826389 
 389 , 13315.3972919 , 0.0861208 , 0.0826389 
 390 , 13347.0275838 , 0.0836239 , 0.0826389 
 391 , 13378.5612638 , 0.0826391 , 0.0826389 
 392 , 13410.0819829 , 0.0843884 , 0.0826389 
 393 , 13441.7158978 , 0.0824272 , 0.0826389 
 394 , 13473.2551999 , 0.0860314 , 0.0826389 
 395 , 13504.8118799 , 0.0842206 , 0.0826389 
 396 , 13536.3138189 , 0.0846721 , 0.0826389 
 397 , 13567.9210439 , 0.0841667 , 0.0826389 
 398 , 13599.5918388 , 0.0856498 , 0.0826389 
 399 , 13631.2076719 , 0.0832269 , 0.0826389 
 400 , 13716.6786549 , 0.0837607 , 0.0825966 
 401 , 13748.2955508 , 0.0854945 , 0.0825966 
 402 , 13779.899029 , 0.0838686 , 0.0825966 
 403 , 13811.4297619 , 0.0856423 , 0.0825966 
 404 , 13843.0824099 , 0.0843435 , 0.0825966 
 405 , 13874.652385 , 0.0850908 , 0.0825966 
 406 , 13906.1582339 , 0.0844897 , 0.0825966 
 407 , 13937.8985128 , 0.0856355 , 0.0825966 
 408 , 13969.4776928 , 0.0830774 , 0.0825966 
 409 , 14001.1568899 , 0.0854797 , 0.0825966 
 410 , 14032.886683 , 0.0855487 , 0.0825966 
 411 , 14064.482626 , 0.0846702 , 0.0825966 
 412 , 14096.0974898 , 0.0844315 , 0.0825966 
 413 , 14127.7428269 , 0.0839735 , 0.0825966 
 414 , 14159.3699708 , 0.0848447 , 0.0825966 
 415 , 14191.058156 , 0.0852985 , 0.0825966 
