  #wRandFlip 
#The training is running for 20 chunks, each with 1008 images. That are about 0 epochs. The validation sample contains 3078 images. 
#round  ,time, mean_train_loss , mean_valid_loss 
  #wRandFlip 
#The training is running for 20 chunks, each with 1008 images. That are about 0 epochs. The validation sample contains 3078 images. 
#round  ,time, mean_train_loss , mean_valid_loss 
  #wRandFlip 
#The training is running for 20 chunks, each with 1008 images. That are about 0 epochs. The validation sample contains 3078 images. 
#round  ,time, mean_train_loss , mean_valid_loss 
#  starting learning rate to 0.080000 
 897 , 30758.3127999 , 0.0847731 , 0.0818188 
 898 , 30790.0017278 , 0.0841944 , 0.0818188 
 899 , 30821.825784 , 0.0846557 , 0.0818188 
 900 , 30906.9349179 , 0.0830312 , 0.0816545 
 901 , 30938.7103179 , 0.0826697 , 0.0816545 
 902 , 30970.6735489 , 0.0842305 , 0.0816545 
 903 , 31002.3648539 , 0.0828355 , 0.0816545 
 904 , 31034.05896 , 0.0836255 , 0.0816545 
 905 , 31065.8316469 , 0.0808042 , 0.0816545 
 906 , 31097.5313518 , 0.0828891 , 0.0816545 
 907 , 31129.1169088 , 0.0830654 , 0.0816545 
 908 , 31160.8418908 , 0.0816928 , 0.0816545 
 909 , 31192.41236 , 0.0827643 , 0.0816545 
 910 , 31224.2335808 , 0.0873248 , 0.0816545 
 911 , 31255.8668408 , 0.0840805 , 0.0816545 
 912 , 31287.6218648 , 0.0820625 , 0.0816545 
 913 , 31319.1472828 , 0.0846801 , 0.0816545 
 914 , 31350.7320628 , 0.0833148 , 0.0816545 
 915 , 31382.3770249 , 0.0819422 , 0.0816545 
 916 , 31414.0518758 , 0.082058 , 0.0816545 
 917 , 31445.744277 , 0.0832262 , 0.0816545 
 918 , 31477.534138 , 0.081249 , 0.0816545 
 919 , 31509.373719 , 0.083576 , 0.0816545 
 920 , 31594.735451 , 0.0839461 , 0.0817853 
 921 , 31626.3626359 , 0.0819319 , 0.0817853 
 922 , 31658.018919 , 0.0841023 , 0.0817853 
 923 , 31689.700707 , 0.0838323 , 0.0817853 
 924 , 31721.3426559 , 0.0814523 , 0.0817853 
 925 , 31753.0908949 , 0.0835787 , 0.0817853 
 926 , 31784.8023059 , 0.0821 , 0.0817853 
 927 , 31816.5747089 , 0.0831551 , 0.0817853 
 928 , 31848.4204018 , 0.0837404 , 0.0817853 
 929 , 31880.1270869 , 0.0832834 , 0.0817853 
 930 , 31911.86252 , 0.0819783 , 0.0817853 
 931 , 31943.5391879 , 0.083556 , 0.0817853 
 932 , 31975.318388 , 0.083181 , 0.0817853 
 933 , 32007.001581 , 0.0825172 , 0.0817853 
 934 , 32038.753763 , 0.0842761 , 0.0817853 
 935 , 32070.4619739 , 0.0839496 , 0.0817853 
 936 , 32102.016479 , 0.0824607 , 0.0817853 
 937 , 32133.4310219 , 0.086737 , 0.0817853 
 938 , 32164.9617069 , 0.0828694 , 0.0817853 
 939 , 32196.6279459 , 0.0849805 , 0.0817853 
 940 , 32281.633637 , 0.0860002 , 0.0817153 
 941 , 32313.1605339 , 0.0839446 , 0.0817153 
 942 , 32344.5576179 , 0.0817293 , 0.0817153 
 943 , 32376.1904979 , 0.0841949 , 0.0817153 
 944 , 32407.6811769 , 0.0838673 , 0.0817153 
 945 , 32439.182004 , 0.0838272 , 0.0817153 
 946 , 32470.708195 , 0.0830428 , 0.0817153 
 947 , 32502.2795379 , 0.0822367 , 0.0817153 
 948 , 32533.8342409 , 0.0838251 , 0.0817153 
 949 , 32565.573092 , 0.0841054 , 0.0817153 
 950 , 32597.13782 , 0.0834336 , 0.0817153 
 951 , 32628.6543739 , 0.0847572 , 0.0817153 
 952 , 32660.302845 , 0.0828438 , 0.0817153 
 953 , 32691.9174309 , 0.0838785 , 0.0817153 
 954 , 32723.5803928 , 0.0827035 , 0.0817153 
 955 , 32755.1571469 , 0.0839393 , 0.0817153 
 956 , 32786.9363799 , 0.0846509 , 0.0817153 
 957 , 32818.6509459 , 0.0825483 , 0.0817153 
 958 , 32850.293298 , 0.0816221 , 0.0817153 
 959 , 32881.9668088 , 0.0852906 , 0.0817153 
 960 , 32967.2781198 , 0.0829719 , 0.0815919 
 961 , 32998.927187 , 0.082459 , 0.0815919 
 962 , 33030.7966709 , 0.0840761 , 0.0815919 
 963 , 33062.5327449 , 0.0828406 , 0.0815919 
 964 , 33094.2395618 , 0.0843273 , 0.0815919 
 965 , 33125.8613188 , 0.0815486 , 0.0815919 
 966 , 33157.5635538 , 0.0819422 , 0.0815919 
 967 , 33189.1554589 , 0.0843383 , 0.0815919 
 968 , 33220.7253208 , 0.0840821 , 0.0815919 
 969 , 33252.3950479 , 0.0851314 , 0.0815919 
 970 , 33284.1253068 , 0.0854585 , 0.0815919 
 971 , 33315.6371679 , 0.0823154 , 0.0815919 
 972 , 33347.2012339 , 0.084584 , 0.0815919 
 973 , 33378.8944759 , 0.0854672 , 0.0815919 
 974 , 33410.6325829 , 0.0826334 , 0.0815919 
 975 , 33442.339201 , 0.083423 , 0.0815919 
 976 , 33473.8808119 , 0.0846892 , 0.0815919 
 977 , 33505.598351 , 0.0833506 , 0.0815919 
 978 , 33537.3412089 , 0.0828957 , 0.0815919 
 979 , 33568.9191918 , 0.0841487 , 0.0815919 
 980 , 33654.271184 , 0.0825393 , 0.0816014 
 981 , 33685.9240749 , 0.0836602 , 0.0816014 
 982 , 33717.535892 , 0.0819893 , 0.0816014 
 983 , 33749.186168 , 0.0829311 , 0.0816014 
 984 , 33780.7459278 , 0.0821225 , 0.0816014 
 985 , 33812.375679 , 0.0842878 , 0.0816014 
 986 , 33843.9577508 , 0.0858433 , 0.0816014 
 987 , 33875.7620969 , 0.0838418 , 0.0816014 
 988 , 33907.4491489 , 0.0837926 , 0.0816014 
 989 , 33938.9453809 , 0.0822404 , 0.0816014 
 990 , 33970.597502 , 0.082858 , 0.0816014 
 991 , 34002.4000959 , 0.0831978 , 0.0816014 
 992 , 34033.9288919 , 0.0825855 , 0.0816014 
 993 , 34065.7618978 , 0.0829358 , 0.0816014 
 994 , 34097.4378569 , 0.0829471 , 0.0816014 
 995 , 34129.0747268 , 0.0821668 , 0.0816014 
 996 , 34160.6985068 , 0.0824588 , 0.0816014 
 997 , 34192.22644 , 0.0828764 , 0.0816014 
 998 , 34223.946666 , 0.0826069 , 0.0816014 
 999 , 34255.7458289 , 0.0829407 , 0.0816014 
 1000 , 34340.060586 , 0.0837826 , 0.0817703 
